Sample;Fineness
IMG_6359.png;86,5
IMG_5834.png;26,4
IMG_5835.png;26,4
IMG_5836.png;26,4
IMG_5837.png;26,4
IMG_6124.png;43,5
IMG_6125.png;43,5
IMG_6126.png;43,5
IMG_6127.png;43,5
IMG_6035.png;28,8
IMG_6036.png;28,8
IMG_6037.png;28,8
IMG_6038.png;28,8
IMG_6224.png;35,5
IMG_6225.png;35,5
IMG_6226.png;35,5
IMG_6227.png;35,5
IMG_5769.png;26,3
IMG_5770.png;26,3
IMG_5771.png;26,3
IMG_5772.png;26,3
IMG_6264.png;56,4
IMG_6265.png;56,4
IMG_6266.png;56,4
IMG_6267.png;56,4
IMG_5906.png;35,3
IMG_5907.png;35,3
IMG_5908.png;35,3
IMG_5909.png;35,3
IMG_6160.png;19,4
IMG_6161.png;19,4
IMG_6162.png;19,4
IMG_6163.png;19,4
IMG_5950.png;47
IMG_5953.png;47
IMG_6399.png;60,6
IMG_6400.png;60,6
IMG_6401.png;60,6
IMG_6402.png;60,6
IMG_5954.png;30,3
IMG_5955.png;30,3
IMG_5957.png;30,3
IMG_5822.png;14,8
IMG_5823.png;14,8
IMG_5824.png;14,8
IMG_5825.png;14,8
IMG_5995.png;76,7
IMG_5996.png;76,7
IMG_5997.png;76,7
IMG_5998.png;76,7
IMG_5810.png;32,8
IMG_5811.png;32,8
IMG_5812.png;32,8
IMG_5813.png;32,8
IMG_5986.png;23,7
IMG_5987.png;23,7
IMG_5988.png;23,7
IMG_5989.png;23,7
IMG_6196.png;42,9
IMG_6197.png;42,9
IMG_6198.png;42,9
IMG_6071__aug_000.png;65,6
IMG_6071__aug_001.png;65,6
IMG_6071__aug_002.png;65,6
IMG_6072__aug_000.png;65,6
IMG_6072__aug_001.png;65,6
IMG_6072__aug_002.png;65,6
IMG_6073__aug_000.png;65,6
IMG_6073__aug_001.png;65,6
IMG_6073__aug_002.png;65,6
IMG_6074__aug_000.png;65,6
IMG_6074__aug_001.png;65,6
IMG_6074__aug_002.png;65,6
IMG_6208__aug_000.png;36,7
IMG_6208__aug_001.png;36,7
IMG_6208__aug_002.png;36,7
IMG_6209__aug_000.png;36,7
IMG_6209__aug_001.png;36,7
IMG_6209__aug_002.png;36,7
IMG_6210__aug_000.png;36,7
IMG_6210__aug_001.png;36,7
IMG_6210__aug_002.png;36,7
IMG_6211__aug_000.png;36,7
IMG_6211__aug_001.png;36,7
IMG_6211__aug_002.png;36,7
IMG_6268__aug_000.png;44,6
IMG_6268__aug_001.png;44,6
IMG_6268__aug_002.png;44,6
IMG_6269__aug_000.png;44,6
IMG_6269__aug_001.png;44,6
IMG_6269__aug_002.png;44,6
IMG_6270__aug_000.png;44,6
IMG_6270__aug_001.png;44,6
IMG_6270__aug_002.png;44,6
IMG_6271__aug_000.png;44,6
IMG_6271__aug_001.png;44,6
IMG_6271__aug_002.png;44,6
IMG_5943__aug_000.png;60,3
IMG_5943__aug_001.png;60,3
IMG_5943__aug_002.png;60,3
IMG_5944__aug_000.png;60,3
IMG_5944__aug_001.png;60,3
IMG_5944__aug_002.png;60,3
IMG_5945__aug_000.png;60,3
IMG_5945__aug_001.png;60,3
IMG_5945__aug_002.png;60,3
IMG_5794__aug_000.png;62,4
IMG_5794__aug_001.png;62,4
IMG_5794__aug_002.png;62,4
IMG_5795__aug_000.png;62,4
IMG_5795__aug_001.png;62,4
IMG_5795__aug_002.png;62,4
IMG_5796__aug_000.png;62,4
IMG_5796__aug_001.png;62,4
IMG_5796__aug_002.png;62,4
IMG_5797__aug_000.png;62,4
IMG_5797__aug_001.png;62,4
IMG_5797__aug_002.png;62,4
IMG_6192__aug_000.png;57,3
IMG_6192__aug_001.png;57,3
IMG_6192__aug_002.png;57,3
IMG_6193__aug_000.png;57,3
IMG_6193__aug_001.png;57,3
IMG_6193__aug_002.png;57,3
IMG_6194__aug_000.png;57,3
IMG_6194__aug_001.png;57,3
IMG_6194__aug_002.png;57,3
IMG_6195__aug_000.png;57,3
IMG_6195__aug_001.png;57,3
IMG_6195__aug_002.png;57,3
IMG_6395__aug_000.png;73,6
IMG_6395__aug_001.png;73,6
IMG_6395__aug_002.png;73,6
IMG_6396__aug_000.png;73,6
IMG_6396__aug_001.png;73,6
IMG_6396__aug_002.png;73,6
IMG_6397__aug_000.png;73,6
IMG_6397__aug_001.png;73,6
IMG_6397__aug_002.png;73,6
IMG_6398__aug_000.png;73,6
IMG_6398__aug_001.png;73,6
IMG_6398__aug_002.png;73,6
IMG_5818__aug_000.png;23,7
IMG_5818__aug_001.png;23,7
IMG_5818__aug_002.png;23,7
IMG_5819__aug_000.png;23,7
IMG_5819__aug_001.png;23,7
IMG_5819__aug_002.png;23,7
IMG_5820__aug_000.png;23,7
IMG_5820__aug_001.png;23,7
IMG_5820__aug_002.png;23,7
IMG_5821__aug_000.png;23,7
IMG_5821__aug_001.png;23,7
IMG_5821__aug_002.png;23,7
IMG_6407__aug_000.png;62,1
IMG_6407__aug_001.png;62,1
IMG_6407__aug_002.png;62,1
IMG_6408__aug_000.png;62,1
IMG_6408__aug_001.png;62,1
IMG_6408__aug_002.png;62,1
IMG_6409__aug_000.png;62,1
IMG_6409__aug_001.png;62,1
IMG_6409__aug_002.png;62,1
IMG_6410__aug_000.png;62,1
IMG_6410__aug_001.png;62,1
IMG_6410__aug_002.png;62,1
IMG_6115__aug_000.png;74,6
IMG_6115__aug_001.png;74,6
IMG_6115__aug_002.png;74,6
IMG_6116__aug_000.png;74,6
IMG_6116__aug_001.png;74,6
IMG_6116__aug_002.png;74,6
IMG_6117__aug_000.png;74,6
IMG_6117__aug_001.png;74,6
IMG_6117__aug_002.png;74,6
IMG_6119__aug_000.png;74,6
IMG_6119__aug_001.png;74,6
IMG_6119__aug_002.png;74,6
IMG_5894__aug_000.png;72,9
IMG_5894__aug_001.png;72,9
IMG_5894__aug_002.png;72,9
IMG_5895__aug_000.png;72,9
IMG_5895__aug_001.png;72,9
IMG_5895__aug_002.png;72,9
IMG_5896__aug_000.png;72,9
IMG_5896__aug_001.png;72,9
IMG_5896__aug_002.png;72,9
IMG_5897__aug_000.png;72,9
IMG_5897__aug_001.png;72,9
IMG_5897__aug_002.png;72,9
IMG_6099__aug_000.png;42,7
IMG_6099__aug_001.png;42,7
IMG_6099__aug_002.png;42,7
IMG_6100__aug_000.png;42,7
IMG_6100__aug_001.png;42,7
IMG_6100__aug_002.png;42,7
IMG_6101__aug_000.png;42,7
IMG_6101__aug_001.png;42,7
IMG_6101__aug_002.png;42,7
IMG_6102__aug_000.png;42,7
IMG_6102__aug_001.png;42,7
IMG_6102__aug_002.png;42,7
IMG_5978__aug_000.png;29,6
IMG_5978__aug_001.png;29,6
IMG_5978__aug_002.png;29,6
IMG_5979__aug_000.png;29,6
IMG_5979__aug_001.png;29,6
IMG_5979__aug_002.png;29,6
IMG_5980__aug_000.png;29,6
IMG_5980__aug_001.png;29,6
IMG_5980__aug_002.png;29,6
IMG_5981__aug_000.png;29,6
IMG_5981__aug_001.png;29,6
IMG_5981__aug_002.png;29,6
IMG_5846__aug_000.png;70,5
IMG_5846__aug_001.png;70,5
IMG_5846__aug_002.png;70,5
IMG_5847__aug_000.png;70,5
IMG_5847__aug_001.png;70,5
IMG_5847__aug_002.png;70,5
IMG_5848__aug_000.png;70,5
IMG_5848__aug_001.png;70,5
IMG_5848__aug_002.png;70,5
IMG_5849__aug_000.png;70,5
IMG_5849__aug_001.png;70,5
IMG_5849__aug_002.png;70,5
IMG_6236__aug_000.png;61,5
IMG_6236__aug_001.png;61,5
IMG_6236__aug_002.png;61,5
IMG_6237__aug_000.png;61,5
IMG_6237__aug_001.png;61,5
IMG_6237__aug_002.png;61,5
IMG_6238__aug_000.png;61,5
IMG_6238__aug_001.png;61,5
IMG_6238__aug_002.png;61,5
IMG_6239__aug_000.png;61,5
IMG_6239__aug_001.png;61,5
IMG_6239__aug_002.png;61,5
IMG_6332__aug_000.png;86,1
IMG_6332__aug_001.png;86,1
IMG_6332__aug_002.png;86,1
IMG_6333__aug_000.png;86,1
IMG_6333__aug_001.png;86,1
IMG_6333__aug_002.png;86,1
IMG_6334__aug_000.png;86,1
IMG_6334__aug_001.png;86,1
IMG_6334__aug_002.png;86,1
IMG_6335__aug_000.png;86,1
IMG_6335__aug_001.png;86,1
IMG_6335__aug_002.png;86,1
IMG_5749__aug_000.png;47,2
IMG_5749__aug_001.png;47,2
IMG_5749__aug_002.png;47,2
IMG_5750__aug_000.png;47,2
IMG_5750__aug_001.png;47,2
IMG_5750__aug_002.png;47,2
IMG_5751__aug_000.png;47,2
IMG_5751__aug_001.png;47,2
IMG_5751__aug_002.png;47,2
IMG_5752__aug_000.png;47,2
IMG_5752__aug_001.png;47,2
IMG_5752__aug_002.png;47,2
IMG_5842__aug_000.png;45,9
IMG_5842__aug_001.png;45,9
IMG_5842__aug_002.png;45,9
IMG_5843__aug_000.png;45,9
IMG_5843__aug_001.png;45,9
IMG_5843__aug_002.png;45,9
IMG_5844__aug_000.png;45,9
IMG_5844__aug_001.png;45,9
IMG_5844__aug_002.png;45,9
IMG_5845__aug_000.png;45,9
IMG_5845__aug_001.png;45,9
IMG_5845__aug_002.png;45,9
IMG_6011__aug_000.png;24,3
IMG_6011__aug_001.png;24,3
IMG_6011__aug_002.png;24,3
IMG_6012__aug_000.png;24,3
IMG_6012__aug_001.png;24,3
IMG_6012__aug_002.png;24,3
IMG_6013__aug_000.png;24,3
IMG_6013__aug_001.png;24,3
IMG_6013__aug_002.png;24,3
IMG_6014__aug_000.png;24,3
IMG_6014__aug_001.png;24,3
IMG_6014__aug_002.png;24,3
IMG_6340__aug_000.png;59,1
IMG_6340__aug_001.png;59,1
IMG_6340__aug_002.png;59,1
IMG_6341__aug_000.png;59,1
IMG_6341__aug_001.png;59,1
IMG_6341__aug_002.png;59,1
IMG_6342__aug_000.png;59,1
IMG_6342__aug_001.png;59,1
IMG_6342__aug_002.png;59,1
IMG_6343__aug_000.png;59,1
IMG_6343__aug_001.png;59,1
IMG_6343__aug_002.png;59,1
IMG_5926__aug_000.png;27,9
IMG_5926__aug_001.png;27,9
IMG_5926__aug_002.png;27,9
IMG_5927__aug_000.png;27,9
IMG_5927__aug_001.png;27,9
IMG_5927__aug_002.png;27,9
IMG_5928__aug_000.png;27,9
IMG_5928__aug_001.png;27,9
IMG_5928__aug_002.png;27,9
IMG_5929__aug_000.png;27,9
IMG_5929__aug_001.png;27,9
IMG_5929__aug_002.png;27,9
IMG_6140__aug_000.png;76,1
IMG_6140__aug_001.png;76,1
IMG_6140__aug_002.png;76,1
IMG_6141__aug_000.png;76,1
IMG_6141__aug_001.png;76,1
IMG_6141__aug_002.png;76,1
IMG_6142__aug_000.png;76,1
IMG_6142__aug_001.png;76,1
IMG_6142__aug_002.png;76,1
IMG_6143__aug_000.png;76,1
IMG_6143__aug_001.png;76,1
IMG_6143__aug_002.png;76,1
IMG_6376__aug_000.png;45
IMG_6376__aug_001.png;45
IMG_6376__aug_002.png;45
IMG_6377__aug_000.png;45
IMG_6377__aug_001.png;45
IMG_6377__aug_002.png;45
IMG_6378__aug_000.png;45
IMG_6378__aug_001.png;45
IMG_6378__aug_002.png;45
IMG_6379__aug_000.png;45
IMG_6379__aug_001.png;45
IMG_6379__aug_002.png;45
IMG_6228__aug_000.png;24,8
IMG_6228__aug_001.png;24,8
IMG_6228__aug_002.png;24,8
IMG_6229__aug_000.png;24,8
IMG_6229__aug_001.png;24,8
IMG_6229__aug_002.png;24,8
IMG_6230__aug_000.png;24,8
IMG_6230__aug_001.png;24,8
IMG_6230__aug_002.png;24,8
IMG_6231__aug_000.png;24,8
IMG_6231__aug_001.png;24,8
IMG_6231__aug_002.png;24,8
IMG_5757__aug_000.png;23
IMG_5757__aug_001.png;23
IMG_5757__aug_002.png;23
IMG_5758__aug_000.png;23
IMG_5758__aug_001.png;23
IMG_5758__aug_002.png;23
IMG_5759__aug_000.png;23
IMG_5759__aug_001.png;23
IMG_5759__aug_002.png;23
IMG_5760__aug_000.png;23
IMG_5760__aug_001.png;23
IMG_5760__aug_002.png;23
IMG_5850__aug_000.png;54,3
IMG_5850__aug_001.png;54,3
IMG_5850__aug_002.png;54,3
IMG_5851__aug_000.png;54,3
IMG_5851__aug_001.png;54,3
IMG_5851__aug_002.png;54,3
IMG_5853__aug_000.png;54,3
IMG_5853__aug_001.png;54,3
IMG_5853__aug_002.png;54,3
IMG_6156__aug_000.png;28,6
IMG_6156__aug_001.png;28,6
IMG_6156__aug_002.png;28,6
IMG_6157__aug_000.png;28,6
IMG_6157__aug_001.png;28,6
IMG_6157__aug_002.png;28,6
IMG_6158__aug_000.png;28,6
IMG_6158__aug_001.png;28,6
IMG_6158__aug_002.png;28,6
IMG_6159__aug_000.png;28,6
IMG_6159__aug_001.png;28,6
IMG_6159__aug_002.png;28,6
IMG_6345__aug_000.png;58,3
IMG_6345__aug_001.png;58,3
IMG_6345__aug_002.png;58,3
IMG_6346__aug_000.png;58,3
IMG_6346__aug_001.png;58,3
IMG_6346__aug_002.png;58,3
IMG_6347__aug_000.png;58,3
IMG_6347__aug_001.png;58,3
IMG_6347__aug_002.png;58,3
IMG_6120__aug_000.png;52,6
IMG_6120__aug_001.png;52,6
IMG_6120__aug_002.png;52,6
IMG_6121__aug_000.png;52,6
IMG_6121__aug_001.png;52,6
IMG_6121__aug_002.png;52,6
IMG_6123__aug_000.png;52,6
IMG_6123__aug_001.png;52,6
IMG_6123__aug_002.png;52,6
IMG_6051__aug_000.png;39,3
IMG_6051__aug_001.png;39,3
IMG_6051__aug_002.png;39,3
IMG_6052__aug_000.png;39,3
IMG_6052__aug_001.png;39,3
IMG_6052__aug_002.png;39,3
IMG_6053__aug_000.png;39,3
IMG_6053__aug_001.png;39,3
IMG_6053__aug_002.png;39,3
IMG_6054__aug_000.png;39,3
IMG_6054__aug_001.png;39,3
IMG_6054__aug_002.png;39,3
IMG_6047__aug_000.png;47,9
IMG_6047__aug_001.png;47,9
IMG_6047__aug_002.png;47,9
IMG_6048__aug_000.png;47,9
IMG_6048__aug_001.png;47,9
IMG_6048__aug_002.png;47,9
IMG_6049__aug_000.png;47,9
IMG_6049__aug_001.png;47,9
IMG_6049__aug_002.png;47,9
IMG_6050__aug_000.png;47,9
IMG_6050__aug_001.png;47,9
IMG_6050__aug_002.png;47,9
IMG_6107__aug_000.png;33,5
IMG_6107__aug_001.png;33,5
IMG_6107__aug_002.png;33,5
IMG_6108__aug_000.png;33,5
IMG_6108__aug_001.png;33,5
IMG_6108__aug_002.png;33,5
IMG_6109__aug_000.png;33,5
IMG_6109__aug_001.png;33,5
IMG_6109__aug_002.png;33,5
IMG_6110__aug_000.png;33,5
IMG_6110__aug_001.png;33,5
IMG_6110__aug_002.png;33,5
IMG_6296__aug_000.png;27,8
IMG_6296__aug_001.png;27,8
IMG_6296__aug_002.png;27,8
IMG_6297__aug_000.png;27,8
IMG_6297__aug_001.png;27,8
IMG_6297__aug_002.png;27,8
IMG_6298__aug_000.png;27,8
IMG_6298__aug_001.png;27,8
IMG_6298__aug_002.png;27,8
IMG_6299__aug_000.png;27,8
IMG_6299__aug_001.png;27,8
IMG_6299__aug_002.png;27,8
IMG_5761__aug_000.png;19,3
IMG_5761__aug_001.png;19,3
IMG_5761__aug_002.png;19,3
IMG_5762__aug_000.png;19,3
IMG_5762__aug_001.png;19,3
IMG_5762__aug_002.png;19,3
IMG_5763__aug_000.png;19,3
IMG_5763__aug_001.png;19,3
IMG_5763__aug_002.png;19,3
IMG_5764__aug_000.png;19,3
IMG_5764__aug_001.png;19,3
IMG_5764__aug_002.png;19,3
IMG_6256__aug_000.png;26,7
IMG_6256__aug_001.png;26,7
IMG_6256__aug_002.png;26,7
IMG_6257__aug_000.png;26,7
IMG_6257__aug_001.png;26,7
IMG_6257__aug_002.png;26,7
IMG_6258__aug_000.png;26,7
IMG_6258__aug_001.png;26,7
IMG_6258__aug_002.png;26,7
IMG_6259__aug_000.png;26,7
IMG_6259__aug_001.png;26,7
IMG_6259__aug_002.png;26,7
IMG_6019__aug_000.png;78,9
IMG_6019__aug_001.png;78,9
IMG_6019__aug_002.png;78,9
IMG_6020__aug_000.png;78,9
IMG_6020__aug_001.png;78,9
IMG_6020__aug_002.png;78,9
IMG_6021__aug_000.png;78,9
IMG_6021__aug_001.png;78,9
IMG_6021__aug_002.png;78,9
IMG_6022__aug_000.png;78,9
IMG_6022__aug_001.png;78,9
IMG_6022__aug_002.png;78,9
IMG_5902__aug_000.png;43,5
IMG_5902__aug_001.png;43,5
IMG_5902__aug_002.png;43,5
IMG_5904__aug_000.png;43,5
IMG_5904__aug_001.png;43,5
IMG_5904__aug_002.png;43,5
IMG_5905__aug_000.png;43,5
IMG_5905__aug_001.png;43,5
